课程名称,课程属性,公选课领域,授课老师,课程内容与评价,考勤与平时作业,期末考核方式,课程成绩,,
汽车文化与人类文明,通识选修课（公选课）,科学精神与生命关怀,夏热,与汽车类别、性能、广告有关的知识,一次平时作业，三次点名，会提前通知,划范围开卷考试，提前准备好题目即可,93,,
人文地理学与社会生活,通识选修课（公选课）,中华文化与世界文明,毋有江,水课，老师管的很松，只有两三次签到，给分也很不错,一学期两三次考勤，平时作业基本没有，最多留一次,论文结课,91,,
人口资源环境与可持续发展,通识选修课（公选课）,社会科学与现代科学,王旭，毛旭辉，胡将军,老师念ppt，会放纪录片，比较无聊,没有，但有几次纸质课堂作业，回答问题,开卷考，很简单，老师会发ppt，答案都有,90,,
高等代数与解析几何1,专业课程,,樊启斌,老师教学相当认真负责，修完确实觉得收获到了真东西,不点名，但可能有学委负责签到。平时作业做书上习题，都是比较基础的题目。,两次平时单元测验各站百分之十，平时作业占百分之十，期末考试占百分之七十。特别，若期末考试大于等于九十分，则有高分保护政策，即：若计入平时成绩更高则按计入后的算，若计入平时成绩会使总评变低，就只按期末考试成绩算。,88,,
财务管理,专业课程,,王永海,课讲的不好，建议自学，但是最后成绩还不错,看心情点名，看心情布置作业（量不会多）,统一闭卷考试,94,,
认知语言学,专业课程,,杨旭,教授认知语言学相关的内容，对于语言学相关的学习比较有启发,随机签到三次左右，最后两周进行小组展示（讨论某本书中与语言学相关的内容）,3000字以上的课程论文，以认知语言学的视角阐释一些语言现象,90,,
音乐欣赏,通识选修课（公选课）,艺术体验与审美欣赏,江柏安,内容很有趣，但是上课时候不允许使用电子设备,每节课有随堂测验，还有慕课需要做,开卷考试，可使用手机教材等,Unknown,,
离散数学,公共课,,刘峰,内容还算充实 给分还可以,有小组讨论作业和书面作业,纸质考试,Unknown,,
毛概,公共课,,余杰,余老师的课堂讲授应该算是思政类的课里面比较有意思的了，至于老师本人，超级超级漂亮真诚温柔善良的老师，强强强强强推！都去选！结课时老师还和我们一起合照了，老师会非常认真地对待第一节课大家填写的问卷里面的问题，无论是学习上的还是生活上的，也会给我们提供复习资料，简直是一个超级完美的老师,签到老师会提前暗示，平时作业就是全校统一安排的那个，没有其他的任务,全校统一考试,Unknown,,
明清诗文专题,专业课程,,陈水云,平常讲一些明清的词的发展与代表派系词人和其词等，事少，推荐,老师说会考一次勤但好像没考，平常没有作业也没有别的任务 老师很和蔼,期末开卷内容为平时ppt内容（但老师不会发ppt需要平时拍照或做笔记）考试时交一次清词鉴赏3-400字作为作业考试带过来,Unknown,,
操作系统,专业课程,,李蓉蓉,老师讲的挺不错人也很好,每节课一次作业，计院人脸打卡,平时40（作业10+随堂实验20+案例分析10）+期末闭卷考60,Unknown,,
马原,公共课,,龚玉敏,思政课嘻嘻老师人很好，挺捞的，考试当天犯胃炎跪着考完的没背完也没写太好，但还是满绩了,有签到，有时候是定位，有一次甚至是跟老师的ppt合影（）小组作业,统一考试,90,,
外国戏剧史,专业课程,,黄蓓,老师的内容都很有自己的特色，网上找不到的观点和看法，认真听真的会收获很大！老师人比较i比较佛很好沟通,偶尔签到一次，平时作业很简单很好完成,期末是交3k论文，自选题目,96,,
宪法学,专业课程,,李炳辉,好,课好事少给分妙,闭卷,94,,
大学物理,公共课,,赵东山,讲课不太清楚，给分不好,每次学习通签到，作业可以期末补交,闭卷考试,Unknown,,
音乐欣赏,通识选修课（公选课）,艺术体验与审美欣赏,王渊,老师上课非常有趣，还能学到很多东西,不考勤也没有平时作业嘿嘿，中间做过两三次小测但不计入总成绩,最后一次课现场考试，自己手机上考，你可以带各种电子设备，考试内容就是之前的小测原题,100,,
世界桥梁建筑艺术鉴赏,通识选修课（公选课）,中华文化与世界文明,万臻,老师很温柔，讲课幽默风趣,有考勤，无平时作业,期中小论文，期末分组实践任务,92,,
系统程序设计,专业课程,,何璐璐,"老师人很好,考诗也比较简单","课堂作业,可线上做,不签到",考试,Unknown,,
高级语言程序设计,专业课程,,胡文斌,老师很好,签到，平时没作业,大作业加考试,97,,
线性代数A,公共课,,康肖松,老师很有意思，期末会画重,平时不点名,期末卷面加平时，平时作业交了就会给满,Unknown,,
当代舞蹈名作鉴赏与实践,通识选修课（公选课）,艺术体验与审美欣赏,洪一鸣,老师给分很好，最后一堂课会组织舞蹈表演，但是不算分,考勤较多，一般是临近下课的时候点名，无平时作业,手写一千字论文,94,,
高等数学a1,公共课,,周小方,就是正常的高数内容。,作业一周一次，没考勤。,统一考试。,Unknown,,
大学交际英语,公共课,,李瑾杰,上课不错,还行,笔试加口语考试,Unknown,,
创意趣味手绘,通识选修课（公选课）,艺术体验与审美欣赏,杨青,老师很好，课也很好，但是只建议真的对画画感兴趣的人去，非水课,随机考勤，无作业,把一开始选择画的东西交上去,Unknown,,
人文社科经典导引,通识必修课（导引）,,卢丽珠,经典导读，老师比较温柔,会签到，小班课和课堂展示较多,开卷考，写作文,Unknown,,
数据结构A,专业课程,,何璐璐,老师讲的很细致,扫脸，一周一次作业,机考,Unknown,,
中国古典园林鉴赏,通识选修课（公选课）,艺术体验与审美欣赏,忘了 城设的,老师很好,无,开卷考试 可以带手机,94,,
大学物理B（下）,公共课,,游贝,大物B下的内容，老师讲课挺负责，人很nice，给分也挺好,学习通定位签到,闭卷,86,,
智慧地球,通识选修课（公选课）,科学精神与生命关怀,李由,上课主要是介绍遥感等相关知识,无,800字论文,94,,
走进极地,通识选修课（公选课）,科学精神与生命关怀,南极中心的多位老师,课真的很水，听不听看兴趣，最后的小论文好好写就行，给分还不错,两次签到，无作业,2000字小论文,92,,
天文学概论,通识选修课（公选课）,科学精神与生命关怀,罗佳,老师讲课很有趣，也能学到很多东西（不仅是天文学，还有天文学史之类，甚至一些科学与人文素养），喜欢天文学可以选,无考勤，会有三次课堂作业，作业计不计分不是很清楚但都是期末考试会考的题，建议认真对待（但作业老师会在布置下去后的下一次课上讲）,闭卷考试，老师会把ppt发到智慧珞珈上，建议对照复习,90,,
实验室生物安全,专业课程,,侯炜,老师人很好，讲课也很有意思，给分不错,课后思考题,线下考试，开卷,Unknown,,
人工智能引论,专业课程,,林雨恬,美女老师,"有的时候会在课堂最后一节课布置几题作业当堂写当签到,平时作业两次",开卷考试,Unknown,,
逻辑学概论,专业课程,,谢凯博,讲述部分逻辑学基础，老师相当相当好,无,闭卷,Unknown,,
数据结构,专业课程,,黄玉春,老师教的很好,作业适中，考勤一般,闭卷考试,96,,
数字逻辑与数字电路,专业课程,,熊小兵,神，不多说，讲得非常清晰非常牛逼,专业课都差不多,考试,90,,
网球1,体育课,,孔军,老师教的很好！会给补考机会！,偶尔点名,正反手10个满分,Unknown,,
高等数学,公共课,,黄正华,讲得很好，给分正常,无考勤，作业适中,统考,80,,
人文社科经典导引,通识必修课（导引）,,余婉卉,非常好，有深度，有内涵。不要摆烂,线下研讨，会参观博物馆,手写论文不少于1200,Unknown,,
橄榄球,体育课,,政策,内容就是教你怎么玩橄榄球，进度挺慢的，老师教的也不错,乐跑＋点名,互相丢20个橄榄球＋跑路线接球,Unknown,,
佛教文化,通识选修课（公选课）,中华文化与世界文明,高文强,老师教的很好，推荐！,上课背心经可以加分,一篇个人感受,Unknown,,
统计学,专业课程,,李文耀,老师会教minitab,两次作业,闭卷考,Unknown,,
宏观经济学,专业课程,,李酣,一般,一般,一般,89,,
生理学,专业课程,,童攒,挺好的，童老师讲的很好，非常扎实,有二维码签到,闭卷考试,Unknown,,
西方美术鉴赏,通识选修课（公选课）,艺术体验与审美欣赏,阮晴,非常好,有一个简单小作业,论文,Unknown,,
地铁与城市文明,通识选修课（公选课）,科学精神与生命关怀,谢,很好,无考勤，平时作业笔记,小组pre,95,,
大学交际英语3,公共课,,龚雄民,老师上课基本全英文，语速较快，挺难听懂的，而且总感觉老师上课内容就是读一遍课文，对一下作业答案，没有教授太多东西……平时分要靠主动举手去抢pre的机会，口语考试也比较严格，给分比较一般,只有两次考勤，作业比较多,口语＋书面考试,Unknown,,
高等数学A,公共课,,周进,授课认真，课上会有练习部分，认真听课的话掌握效率高，很扎实。,考勤少，一学期好像只有三次。作业每周一交，题量不大，要求不高。,期末考试,Unknown,,
大学物理B,公共课,,王晓峰,人好喵,正常量,考试,Unknown,,
离散数学,专业课程,,刘纪平,老师讲的挺好的，期末题目出的比较简单,两周一次作业，每次很少,卷面考试，比较简单,93,,
发展经济学与中国经济发展,通识选修课（公选课）,社会科学与现代科学,李酣,主要讲中国当代经济，宏观和微观都有，由多名老师一起上。作为了解还是可以的。,有考勤，超星打卡，无平时作业。,开卷考试老师出题在超星平台考。,88,,
大学交际英语3,公共课,,何发兵,老师人很好，是真的，稍微适应一下就可以很舒服了,大英是小班，翘课很容易被发现，所以全勤，平时作业的话要求不高，摸摸鱼其实挺好过的,全校统一考试，题型与4级类似,Unknown,,
说文解字导读,通识选修课（公选课）,中华文化与世界文明,张延成,讲的一些说文解字的知识,不点名不签到，每周有少量作业,结课作业，做ppt,Unknown,,
国家关系与新闻传播,通识选修课（公选课）,社会科学与现代科学,林婕,从新闻传播的视角探讨国际关系 比较有意思,无考勤 无平时作业,课堂展示,Unknown,,
社会调查,专业课程,,金晓萍,马院专业选修课，以凤笑天《社会调查方法》为课本，老师讲课较生动有趣,每节课签到；作业：1、社会调查选题开题报告和配套PPT，两人一组；2、根据选题，一份调查问卷，一个人完成,纸质开卷，题目有：改错、简答、论述。题目有难度层次，及格容易，高分较难,Unknown,,
